Soort;Code;Naam;Omschrijving;Begindatum;Einddatum;Parent;Informatiedomein
KANDIDAATDETAILSTATUS;GEE;Geen belangstelling meer;Kandidaat geeft aan geen belangstelling (meer) te hebben.;;;;Woonruimteverdeling
KANDIDAATDETAILSTATUS;INT;Geïnteresseerd;Kandidaat is geïnteresseerd.;;;;Woonruimteverdeling
KANDIDAATDETAILSTATUS;NRE;Niet gereageerd;Kandidaat heeft te laat of niet gereageerd.;;;KANDIDAATSTATUS.GEW;Woonruimteverdeling
KANDIDAATDETAILSTATUS;ONG;Ongeschikt;Kandidaat niet geschikt voor omgeving.;;;KANDIDAATSTATUS.AFG;Woonruimteverdeling
KANDIDAATDETAILSTATUS;ONJ;Gegevens onjuist;Kandidaat komt niet in aanmerking na controle gegevens.;;;KANDIDAATSTATUS.AFG;Woonruimteverdeling
KANDIDAATDETAILSTATUS;OVE;Overeenkomst getekend;Kandidaat heeft huur- of koopovereenkomst getekend.;;;KANDIDAATSTATUS.AAN;Woonruimteverdeling
KANDIDAATDETAILSTATUS;PAR;Geparkeerd;Kandidaat wil tijdelijk geen aanbiedingen ontvangen naar aanleiding van de reactie.;;;;Woonruimteverdeling
KANDIDAATDETAILSTATUS;PEI;Peilen belangstelling;Kandidaat wordt gevraagd of deze nog steeds belangstelling heeft.;;;KANDIDAATSTATUS.AAN;Woonruimteverdeling
KANDIDAATDETAILSTATUS;WEI;Weigering aanbieding;Kandidaat weigert de aanbieding.;;;KANDIDAATSTATUS.GEW;Woonruimteverdeling
KANDIDAATSTATUS;AAN;Aangeboden;Kandidaat zit  in aanbiedingsproces.;;;;Woonruimteverdeling
KANDIDAATSTATUS;AFG;Afgewezen;Kandidaat is afgewezen door de aanbieder, corporatie, medebewoners etc.;;;;Woonruimteverdeling
KANDIDAATSTATUS;GEW;Geweigerd;Kandidaat heeft de aanbieiding geweigerd.;;;;Woonruimteverdeling
KANDIDAATSTATUS;POT;Potentiele kandidaat;Kandidaat voldoet aan de spelregels van de publicatie.;;;;Woonruimteverdeling
KANDIDAATSTATUS;REA;Gereageerd;Kandidaat heeft gereageerd op de publicatie.;;;;Woonruimteverdeling
KANDIDAATSTATUS;SEL;Geselecteerd;Kandidaat staat op vrijgegeven kandidatenlijst.;;;;Woonruimteverdeling
KANDIDAATSTATUS;TOE;Toegewezen;Kandidaat is de toegewezen gebruiker van de eenheid.;;;;Woonruimteverdeling
KWALITEITSNIVEAU;EEN;Eenvoudig;;;;;Vastgoed
KWALITEITSNIVEAU;HOO;Hoogwaardig;;;;;Vastgoed
KWALITEITSNIVEAU;LUX;Luxe;;;;;Vastgoed
KWALITEITSNIVEAU;STA;Standaard;;;;;Vastgoed
LENINGAFLOSVORM;ANN;Annuitair;Jaarlijks wordt met deze vorm een vast bedrag afgelost. Samenstelling van rente en aflossing.;;;;Financiën
LENINGAFLOSVORM;FIX;Fixe;;;;;Financiën
LENINGAFLOSVORM;LIN;Lineair;Met deze vorm van lenen wordt een vast bedrag als aflossing betaald. Hierdoor wordt de totale lasten (rente + aflossing) steeds lager.;;;;Financiën
LENINGDETAILSOORT;COL;Collegiaal;;;;;Financiën
LENINGDETAILSOORT;CON;Converteerbaar;;;;;Financiën
LENINGDETAILSOORT;EXT;Extendible;De financier (geldverstrekker) kan de lening verlengen.;;;;Financiën
LENINGDETAILSOORT;HYP;Hypothecaire lening;;;;;Financiën
LENINGDETAILSOORT;INT;Intern;De lening betreft een interne lening. Bijvoorbeeld tussen een toegelaten instelling en een dochtermaatschappij.;;;;Financiën
LENINGDETAILSOORT;OBL;Obligatielening;;;;;Financiën
LENINGSOORT;KRE;Kredietfaciliteit;;;;;Financiën
LENINGSOORT;LEN;Lening;;;;;Financiën
MAATSCHAPPELIJKLABEL;DAE;DAEB;Als attribuut van klasse Eenheid: Geeft aan dat de eenheid tot de DAEB-tak behoort. Als attribuut van klasse Huurovereenkomst: Geeft aan dat de verhuring als zijnde DAEB verantwoord wordt. Dit is gelijk aan een gereguleerd huurovereenkomst. Als attribuut van de klasse FinancieelBedrijf: Geeft aan of de bedrijfsactiviteiten als DAEB verantwoord worden.;;;;Vastgoed, Overeenkomsten, Financiën
MAATSCHAPPELIJKLABEL;GNDV;Geconsolideerde NIET-DAEB verbinding;Als attribuut van de klasse FinancieelBedrijf: Geeft aan of het bedrijf een consolidatiebedrijf is, waarbinnen NIET-DAEB activiteiten worden verricht.;;;;Vastgoed, Overeenkomsten, Financiën
MAATSCHAPPELIJKLABEL;NDA;NIET-DAEB;Als attribuut van klasse Eenheid: Geeft aan dat de eenheid tot de niet-DAEB-tak behoort. Als attribuut van klasse Huurovereenkomst: Geeft aan dat de verhuring als zijnde niet-DAEB verantwoord wordt. Dit is gelijk aan een geliberaliseerde huurovereenkomst. Als attribuut van de klasse FinancieelBedrijf: Geeft aan of de bedrijfsactiviteiten als NIET-DAEB verantwoord worden.;;;;Vastgoed, Overeenkomsten, Financiën
MACHTIGINGSOORT;DOO;Doorlopend;;;;;Financiën
MACHTIGINGSOORT;EEN;Eenmalig;;;;;Financiën
MATERIAALSOORT;BET;Beton;;21-02-2024;;;Vastgoed
MATERIAALSOORT;BIT;Bitumen;;21-02-2024;;;Vastgoed
MATERIAALSOORT;CEM;Cement;;21-02-2024;;;Vastgoed
MATERIAALSOORT;GIP;Gips;;21-02-2024;;;Vastgoed
MATERIAALSOORT;GLA;Glas;;21-02-2024;;;Vastgoed
MATERIAALSOORT;GRO;Grondstof;;21-02-2024;;;Vastgoed
MATERIAALSOORT;HOU;Hout;;21-02-2024;;;Vastgoed
MATERIAALSOORT;ISO;Isolatie;;21-02-2024;;;Vastgoed
MATERIAALSOORT;KUN;Kunststof;;21-02-2024;;;Vastgoed
MATERIAALSOORT;MET;Metaal;;21-02-2024;;;Vastgoed
MATERIAALSOORT;NAT;Natuursteen;;21-02-2024;;;Vastgoed
MATERIAALSOORT;NTB;Ntb;;21-02-2024;;;Vastgoed
MATERIAALSOORT;RUB;Rubber;;21-02-2024;;;Vastgoed
MATERIAALSOORT;SAM;Samengesteld;;21-02-2024;;;Vastgoed
MATERIAALSOORT;STE;Steenachtig;;21-02-2024;;;Vastgoed
MATERIAALDETAILSOORT;NTB;Ntb;;21-02-2024;;;Vastgoed
MATERIAALDETAILSOORT;GEN;Generiek;;21-02-2024;;;Vastgoed
MATERIAALDETAILSOORT;GAS;Gasbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;BIM;Bimsbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;ISO;Isolatiebeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;LIC;Lichtbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;SLA;Slakkenbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;VOO;Voorgespannen;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;CEL;Cellenbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;GEW;Gewapend;;21-02-2024;;;Vastgoed
MATERIAALDETAILSOORT;GBE;Grindbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;SBE;Schuimbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;SBT;Spuitbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;SVE;Staalvezelbeton;;21-02-2024;;MATERIAALSOORT.BET;Vastgoed
MATERIAALDETAILSOORT;ASF;Asfalt;;21-02-2024;;MATERIAALSOORT.BIT;Vastgoed
MATERIAALDETAILSOORT;TEE;Teer;;21-02-2024;;MATERIAALSOORT.BIT;Vastgoed
MATERIAALDETAILSOORT;ACE;Asbestcement;;21-02-2024;;MATERIAALSOORT.BIT;Vastgoed
MATERIAALDETAILSOORT;CEM;Cementstuc;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;GRO;Grout;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;MET;Metselspecie;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;MOR;Mortel;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;TER;Terrazzo;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;VEZ;Vezelcement;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;HVC;Houtvezelcement;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;HWC;Houtwolcement;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;SMO;Spuitmortel;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;ZCE;Zandcement;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;ZCV;Zandcement-Vezel;;21-02-2024;;MATERIAALSOORT.CEM;Vastgoed
MATERIAALDETAILSOORT;ANH;Anhydriet;;21-02-2024;;MATERIAALSOORT.GIP;Vastgoed
MATERIAALDETAILSOORT;GIP;Gipskarton;;21-02-2024;;MATERIAALSOORT.GIP;Vastgoed
MATERIAALDETAILSOORT;STU;Stuc;;21-02-2024;;MATERIAALSOORT.GIP;Vastgoed
MATERIAALDETAILSOORT;SST;Spuitstuc;;21-02-2024;;MATERIAALSOORT.GIP;Vastgoed
MATERIAALDETAILSOORT;CGL;Cellulairglas;;21-02-2024;;MATERIAALSOORT.GIP;Vastgoed
MATERIAALDETAILSOORT;GEH;Gehard;;21-02-2024;;MATERIAALSOORT.GLA;Vastgoed
MATERIAALDETAILSOORT;HEL;Helder;;21-02-2024;;MATERIAALSOORT.GLA;Vastgoed
MATERIAALDETAILSOORT;OPA;Opaal;;21-02-2024;;MATERIAALSOORT.GLA;Vastgoed
MATERIAALDETAILSOORT;SPI;Spiegelend;;21-02-2024;;MATERIAALSOORT.GLA;Vastgoed
MATERIAALDETAILSOORT;KWA;Kwartsglas;;21-02-2024;;MATERIAALSOORT.GLA;Vastgoed
MATERIAALDETAILSOORT;BZA;Bimszand;;21-02-2024;;MATERIAALSOORT.GLA;Vastgoed
MATERIAALDETAILSOORT;GRI;Grind;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;AAR;Aarde;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;KLE;Klei;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;LUC;Lucht;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;SPL;Split;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;TUR;Turf;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;WAT;Water;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;KAL;Kalk;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;LEE;Leem;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;SIL;Silt;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;ZAN;Zand;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;HBO;Hardboard;;21-02-2024;;MATERIAALSOORT.GRO;Vastgoed
MATERIAALDETAILSOORT;HHO;Hardhout;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;HSP;Houtspaan;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;ACC;Accoya;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;AZO;Azobe;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;BAL;Balsa;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;BAN;Bangkirai;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;BER;Berken;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;BEU;Beuken;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;BIL;Bilinga;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;BOA;Board;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;CLT;Clt;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;DOU;Douglas;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;EBB;Ebben;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;EIK;Eiken;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;ESD;Esdoorn;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;ESS;Essen;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;GEM;Gemodificeerd;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;GRE;Grenen;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;HVE;Houtvezel;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;HWO;Houtwol;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;KER;Kersen;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;LAR;Lariks;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;MAH;Mahonie;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;MAS;Masonite;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;MDF;Mdf;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;MUL;Multiplex;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;NOT;Noten;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;OKO;Okoume;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;OSB;Osb;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;POP;Populieren;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;SPA;Spaanplaat;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;TRI;Triplex;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;VUR;Vuren;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;WEN;Wenge;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;CED;Ceder;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;ZAA;Zaagsel;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;MER;Meranti;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;MBA;Merbau;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;ZBO;Zachtboard;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;ZHO;Zachthout;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;GEP;Geexpandeerd-Perliet;;21-02-2024;;MATERIAALSOORT.HOU;Vastgoed
MATERIAALDETAILSOORT;HSC;Hardschuim;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;EPS;Eps;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;FEN;Fenolhars;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;GLA;Glaswol;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;RES;Resolschuim;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;PIR;Pir;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;PUR;Pur;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;MNE;Mineralewol;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;STE;Steenwol;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;XPS;Xps;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;MIN;Mineraal;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;SLI;Siliperliet;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;SOL;Solperlite;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;HKU;Hard-Kunststof;;21-02-2024;;MATERIAALSOORT.ISO;Vastgoed
MATERIAALDETAILSOORT;LVE;Loodvervanger;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;ABS;Abs;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;AER;Aeryl;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;DPC;Dpc;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;ELA;Elastomere-Foam;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;EP;Ep;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;EPO;Epoxyhars;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;HDP;Hdpe;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;HMP;Hmpe;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;HPL;Hpl;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;LDP;Ldpe;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PE;Pe;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PMM;Pmma;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PVA;Pvac;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PA;Pa;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PC;Pc;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PCT;Pctfe;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PLE;Plexiglas;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PLY;Polyesterhars;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PP;Pp;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PS;Ps;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PTF;Ptfe;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PU;Pu;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PVC;Pvc;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;POL;Polyester;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;SLG;Silicagel;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;SLC;Siliconen;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;ZKU;Zacht-Kunststof;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;LOO;Lood;;21-02-2024;;MATERIAALSOORT.KUN;Vastgoed
MATERIAALDETAILSOORT;PLA;Platina;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;ALU;Aluminium;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;BRO;Brons;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;CHR;Chroom;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;GIE;Gietijzer;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;GOU;Goud;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;IJZ;Ijzer;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;KOP;Koper;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;MES;Messing;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;RVS;Rvs;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;TIN;Tin;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;TIT;Titanium;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;ZIL;Zilver;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;ZIN;Zink;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;SDE;Soldeersel;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;STA;Staal;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;ASB;Asbest;;21-02-2024;;MATERIAALSOORT.MET;Vastgoed
MATERIAALDETAILSOORT;GRA;Graniet;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;GVE;Gravel;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;HST;Hardsteen;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;KSI;Kwartsiet;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;PGE;Poreus-Gesteente;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;BAS;Basalt;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;GNE;Gneiss;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;KRI;Kristallijn-Gesteente;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;LEI;Lei;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;MAR;Marmer;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;PUI;Puimsteen;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;SED;Sedimentgesteente;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;TRA;Trachiet;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;ZST;Zandsteen;;21-02-2024;;MATERIAALSOORT.NAT;Vastgoed
MATERIAALDETAILSOORT;LER;Leer;;21-02-2024;;MATERIAALSOORT.NTB;Vastgoed
MATERIAALDETAILSOORT;PTA;Plantaardige-Vezel;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;BAM;Bamboe;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;HEN;Hennep;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;JUT;Jute;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;KAT;Katoen;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;KUR;Kurk;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;MAI;Mais;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;PAP;Papier;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;RIE;Riet;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;STR;Stro;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;VEG;Vegetatie;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;VIL;Vilt;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;VLA;Vlas;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;WOL;Wol;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;HRU;Hard-Rubber;;21-02-2024;;MATERIAALSOORT.ORG;Vastgoed
MATERIAALDETAILSOORT;PLS;Polysulfide;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;SRU;Schuimrubber;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;BUT;Butyl;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;EPD;Epdm;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;LIN;Linoleum;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;NAT;Natuurrubber;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;NEO;Neopreen;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;TPV;Tpve;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;ELE;Element;;21-02-2024;;MATERIAALSOORT.RUB;Vastgoed
MATERIAALDETAILSOORT;PRO;Product;;21-02-2024;;MATERIAALSOORT.SAM;Vastgoed
MATERIAALDETAILSOORT;GEK;Geexpandeerde-Klei;;21-02-2024;;MATERIAALSOORT.SAM;Vastgoed
MATERIAALDETAILSOORT;KST;Kalksteen;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MATERIAALDETAILSOORT;KZS;Kalkzandsteen;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
MATERIAALDETAILSOORT;KRA;Keramisch;;21-02-2024;;MATERIAALSOORT.STE;Vastgoed
